id,address_line_1,city,state,postal_code,country_code,created_at
addr-4dc2aa9c-8633-4861-b795-5b285cf76a1f,139 Jaffle Street,Seattle,WA,90039,US,2024-08-01T00:00:00
addr-1076f00e-5dd1-41d1-b2a5-0c59e18a5310,140 Jaffle Street,Austin,TX,90040,US,2024-08-01T00:00:00
addr-9bac4be0-d703-4f1d-a088-1bdb362d3246,141 Jaffle Street,Denver,CO,90041,US,2024-08-01T00:00:00
addr-0872893c-bf01-4853-b91f-a1cc0263fedf,142 Jaffle Street,Portland,OR,90042,US,2024-08-01T00:00:00
addr-f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,143 Jaffle Street,Seattle,WA,90043,US,2024-08-01T00:00:00
addr-1435b563-f156-4cd8-9f3d-6224260e26a4,144 Jaffle Street,Austin,TX,90044,US,2024-08-01T00:00:00
addr-fdd86eaf-7a5b-4598-9a08-6f4f207743bb,145 Jaffle Street,Denver,CO,90045,US,2024-08-01T00:00:00
addr-b4413ac0-2fc9-4c91-b188-71c109d9be8f,146 Jaffle Street,Portland,OR,90046,US,2024-08-01T00:00:00
addr-2dbed2c3-1c68-4b90-a343-39b51de57b45,147 Jaffle Street,Seattle,WA,90047,US,2024-08-01T00:00:00
addr-b0da7a9b-77d7-407d-8506-51705503fa05,148 Jaffle Street,Austin,TX,90048,US,2024-08-01T00:00:00
addr-c5dde410-2c70-486e-bb0d-974b2798825b,149 Jaffle Street,Denver,CO,90049,US,2024-08-01T00:00:00
addr-5d59a09d-7696-4e1b-a171-abe3b79fff2d,150 Jaffle Street,Portland,OR,90050,US,2024-08-01T00:00:00
addr-ddd9ed38-6351-4568-b08c-8f6c92cb84a8,151 Jaffle Street,Seattle,WA,90051,US,2024-08-01T00:00:00
addr-9368e74c-0581-4d77-9358-94e415a80423,152 Jaffle Street,Austin,TX,90052,US,2024-08-01T00:00:00
addr-2609004e-90a8-450e-98f3-5ebc16841cd5,153 Jaffle Street,Denver,CO,90053,US,2024-08-01T00:00:00
addr-3870073a-f764-4a2b-bc64-18e4569bf784,154 Jaffle Street,Portland,OR,90054,US,2024-08-01T00:00:00
addr-710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,155 Jaffle Street,Seattle,WA,90055,US,2024-08-01T00:00:00
addr-43217606-3354-4bb8-b967-c358331d8375,156 Jaffle Street,Austin,TX,90056,US,2024-08-01T00:00:00
addr-a7cebb21-0f26-4834-8a09-e3269b21a77b,157 Jaffle Street,Denver,CO,90057,US,2024-08-01T00:00:00
addr-05fae288-07c2-4e99-a945-fa3fbfa123ed,158 Jaffle Street,Portland,OR,90058,US,2024-08-01T00:00:00
addr-d9464bcd-0a19-4058-8fc1-bea843e6c339,159 Jaffle Street,Seattle,WA,90059,US,2024-08-01T00:00:00
addr-847d46dd-9721-4351-8bef-5c2292b57d6f,160 Jaffle Street,Austin,TX,90060,US,2024-08-01T00:00:00
addr-1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,161 Jaffle Street,Denver,CO,90061,US,2024-08-01T00:00:00
addr-5a589b0f-69ac-4256-aea8-df379845f417,162 Jaffle Street,Portland,OR,90062,US,2024-08-01T00:00:00
addr-47e4f30d-f965-45df-8474-93d5aeaf7cb2,163 Jaffle Street,Seattle,WA,90063,US,2024-08-01T00:00:00
addr-0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,164 Jaffle Street,Austin,TX,90064,US,2024-08-01T00:00:00
addr-28447ab4-5e16-465e-acd1-7fcacd2d97e2,165 Jaffle Street,Denver,CO,90065,US,2024-08-01T00:00:00
addr-d82c6a2f-7e02-40de-81c3-c42ef14d8460,166 Jaffle Street,Portland,OR,90066,US,2024-08-01T00:00:00
addr-013b644d-5645-44bd-8ca3-d7d254b2ba18,167 Jaffle Street,Seattle,WA,90067,US,2024-08-01T00:00:00
addr-66983396-cb40-4613-8d6d-306b8f9ca5c4,168 Jaffle Street,Austin,TX,90068,US,2024-08-01T00:00:00
addr-23c5eb35-05e9-4347-8854-ee86ec27393e,169 Jaffle Street,Denver,CO,90069,US,2024-08-01T00:00:00
addr-a57c96be-0b7a-41c6-bd9a-9330e20c497a,170 Jaffle Street,Portland,OR,90070,US,2024-08-01T00:00:00
addr-f3feb7f9-9069-4fd7-be91-3800d1307935,171 Jaffle Street,Seattle,WA,90071,US,2024-08-01T00:00:00
addr-967d3e2d-8b15-4f43-a6b5-d1dd3934707d,172 Jaffle Street,Austin,TX,90072,US,2024-08-01T00:00:00
addr-0d2974c5-d4de-4163-bf27-73d86a77b048,173 Jaffle Street,Denver,CO,90073,US,2024-08-01T00:00:00
addr-dc634429-12c2-417d-b460-f3ed4903d539,174 Jaffle Street,Portland,OR,90074,US,2024-08-01T00:00:00
addr-2bdeb3b7-a894-4fcf-8218-e41167bc557e,175 Jaffle Street,Seattle,WA,90075,US,2024-08-01T00:00:00
addr-84f816bd-12e2-4633-a419-fc80705977e6,176 Jaffle Street,Austin,TX,90076,US,2024-08-01T00:00:00
addr-0bb6fcf3-0741-4179-af46-d26c45b77171,177 Jaffle Street,Denver,CO,90077,US,2024-08-01T00:00:00
addr-827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,178 Jaffle Street,Portland,OR,90078,US,2024-08-01T00:00:00
addr-9db0e79f-fdea-4290-ba7b-114141f33d1f,179 Jaffle Street,Seattle,WA,90079,US,2024-08-01T00:00:00
addr-2a2c365a-ac9d-4106-a494-678e09ae412c,180 Jaffle Street,Austin,TX,90080,US,2024-08-01T00:00:00
addr-a970776b-59ce-47ec-9e77-946229a8be45,181 Jaffle Street,Denver,CO,90081,US,2024-08-01T00:00:00
addr-fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,182 Jaffle Street,Portland,OR,90082,US,2024-08-01T00:00:00
addr-132425e2-d22d-43aa-a372-e3d9bfd77f8c,183 Jaffle Street,Seattle,WA,90083,US,2024-08-01T00:00:00
addr-cee4269a-3771-43d9-adc4-762ba3bc1782,184 Jaffle Street,Austin,TX,90084,US,2024-08-01T00:00:00
addr-58491188-36e5-4fb3-ab3b-514e78a270a6,185 Jaffle Street,Denver,CO,90085,US,2024-08-01T00:00:00
addr-5fccc95a-c30f-4525-a4a6-43861baae99a,186 Jaffle Street,Portland,OR,90086,US,2024-08-01T00:00:00
addr-b27a07f1-ddf4-4134-9f7d-1b1ac869b110,187 Jaffle Street,Seattle,WA,90087,US,2024-08-01T00:00:00
addr-16e8d4f8-2451-446f-a254-3bc68e40621b,188 Jaffle Street,Austin,TX,90088,US,2024-08-01T00:00:00
addr-2a0095cd-099e-45f3-a8ed-241dbe5cde18,189 Jaffle Street,Denver,CO,90089,US,2024-08-01T00:00:00
addr-bbfdba43-2871-4e95-84d9-e2ff45960e7d,190 Jaffle Street,Portland,OR,90090,US,2024-08-01T00:00:00
addr-2030e11b-f809-402e-8a1e-00aa3cb751da,191 Jaffle Street,Seattle,WA,90091,US,2024-08-01T00:00:00
addr-c90ea8ef-05ef-4528-bb65-06a8180093d8,192 Jaffle Street,Austin,TX,90092,US,2024-08-01T00:00:00
addr-9d37a85b-84b4-486d-b852-fd896a50fbf6,193 Jaffle Street,Denver,CO,90093,US,2024-08-01T00:00:00
addr-92bac428-565b-4fba-a911-e9f3dc3c5ad8,194 Jaffle Street,Portland,OR,90094,US,2024-08-01T00:00:00
addr-9aaa8391-995f-4006-8413-c590098fc46a,195 Jaffle Street,Seattle,WA,90095,US,2024-08-01T00:00:00
addr-bacd6bed-844e-4650-8181-7f73dd1352e2,196 Jaffle Street,Austin,TX,90096,US,2024-08-01T00:00:00
addr-9eac28b8-2264-4e48-9c2c-b3f7384bc20a,197 Jaffle Street,Denver,CO,90097,US,2024-08-01T00:00:00
addr-83967256-31c2-4fcb-a61d-2378ac6f1ad6,198 Jaffle Street,Portland,OR,90098,US,2024-08-01T00:00:00
addr-3d2423f0-cecf-4060-b105-96b04f2ea442,199 Jaffle Street,Seattle,WA,90099,US,2024-08-01T00:00:00
addr-ce73a9b8-27f8-4c9f-941c-4b99a646fb32,200 Jaffle Street,Austin,TX,90100,US,2024-08-01T00:00:00
addr-76acc7d2-0fca-4530-89dd-39889b4f3bb3,201 Jaffle Street,Denver,CO,90101,US,2024-08-01T00:00:00
addr-40cff0ad-5c91-46bc-b72b-737347aafb25,202 Jaffle Street,Portland,OR,90102,US,2024-08-01T00:00:00
addr-4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,203 Jaffle Street,Seattle,WA,90103,US,2024-08-01T00:00:00
addr-94e0e084-e14c-4061-80da-7e6030bf14d5,204 Jaffle Street,Austin,TX,90104,US,2024-08-01T00:00:00
addr-5d5ea9b6-fefd-4e25-850a-9c2d365e7e27,205 Jaffle Street,Denver,CO,90105,US,2024-08-01T00:00:00
addr-c6fb82d9-b6e6-445a-a3d3-0158405a9d16,206 Jaffle Street,Portland,OR,90106,US,2024-08-01T00:00:00
addr-e6ef189a-76de-4ef5-ace2-676d69273e22,207 Jaffle Street,Seattle,WA,90107,US,2024-08-01T00:00:00
addr-352810e9-e0fe-4062-a808-83f47ad5f4d4,208 Jaffle Street,Austin,TX,90108,US,2024-08-01T00:00:00
addr-d31efffd-fdc4-4168-ac26-83b67a6c5c47,209 Jaffle Street,Denver,CO,90109,US,2024-08-01T00:00:00
addr-fe2e9f59-c77b-4756-ad2e-fe864a560344,210 Jaffle Street,Portland,OR,90110,US,2024-08-01T00:00:00
addr-c9276a13-5b0f-4ce9-8802-3e0ead192508,211 Jaffle Street,Seattle,WA,90111,US,2024-08-01T00:00:00
addr-102e02b0-7f44-4058-881f-7896edc964b2,212 Jaffle Street,Austin,TX,90112,US,2024-08-01T00:00:00
addr-34a9dd73-95d0-45d9-a3fb-636e4e080a6c,213 Jaffle Street,Denver,CO,90113,US,2024-08-01T00:00:00
addr-cbda2de6-06db-4a9f-91af-cc36e8ba0bad,214 Jaffle Street,Portland,OR,90114,US,2024-08-01T00:00:00
addr-5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,215 Jaffle Street,Seattle,WA,90115,US,2024-08-01T00:00:00
addr-0206c59d-8464-4845-9680-9463df25efd9,216 Jaffle Street,Austin,TX,90116,US,2024-08-01T00:00:00
addr-a792d50a-1570-450f-901a-c26bc3b4a9dd,217 Jaffle Street,Denver,CO,90117,US,2024-08-01T00:00:00
addr-117c9a65-4a4c-494f-8a54-64305d57c551,218 Jaffle Street,Portland,OR,90118,US,2024-08-01T00:00:00
addr-189edb91-3f25-4f32-bfb4-64bd4052cb1c,219 Jaffle Street,Seattle,WA,90119,US,2024-08-01T00:00:00
addr-2aee3fe5-2eb0-4391-bb79-d4d4ffdd9931,220 Jaffle Street,Austin,TX,90120,US,2024-08-01T00:00:00
addr-3d0d96e7-a6da-4e11-a509-76b813d466f5,221 Jaffle Street,Denver,CO,90121,US,2024-08-01T00:00:00
addr-878f6e41-bcd7-4f18-aa89-90133272eafa,222 Jaffle Street,Portland,OR,90122,US,2024-08-01T00:00:00
addr-f044be50-29c1-40c4-a16c-a1dd1f95d6f3,223 Jaffle Street,Seattle,WA,90123,US,2024-08-01T00:00:00
addr-961b1333-d41e-443a-9880-0b1c8c59e141,224 Jaffle Street,Austin,TX,90124,US,2024-08-01T00:00:00
addr-41db9c8c-af73-46c6-b7aa-64cee86dbe41,225 Jaffle Street,Denver,CO,90125,US,2024-08-01T00:00:00
addr-72874237-a564-45ff-95cf-5fb3ab18e7c8,226 Jaffle Street,Portland,OR,90126,US,2024-08-01T00:00:00
addr-612533b6-7eaf-45a2-b9d4-06192ce5620e,227 Jaffle Street,Seattle,WA,90127,US,2024-08-01T00:00:00
addr-4b761c33-8a8a-4dbe-a0d0-fa3261b391ee,228 Jaffle Street,Austin,TX,90128,US,2024-08-01T00:00:00
addr-b1554012-ee9c-477f-a055-e067482499a6,229 Jaffle Street,Denver,CO,90129,US,2024-08-01T00:00:00
addr-9094466a-3714-44da-802d-85c2317b80e5,230 Jaffle Street,Portland,OR,90130,US,2024-08-01T00:00:00
addr-d1a4b7a2-e152-4377-ad2c-08cb61ad6688,231 Jaffle Street,Seattle,WA,90131,US,2024-08-01T00:00:00
addr-f84190e8-5c4a-4bec-be4d-2e554dd46614,232 Jaffle Street,Austin,TX,90132,US,2024-08-01T00:00:00
addr-8e104807-9dc2-4625-a1b7-9d858ddd96de,233 Jaffle Street,Denver,CO,90133,US,2024-08-01T00:00:00
addr-99b2e147-d4f4-4a75-8f55-17304a277ed2,234 Jaffle Street,Portland,OR,90134,US,2024-08-01T00:00:00
addr-34ec60c6-4248-4ad1-8dd9-759b309578a4,235 Jaffle Street,Seattle,WA,90135,US,2024-08-01T00:00:00
addr-f6722fed-e7e1-443f-84e8-a753dc7dcd63,236 Jaffle Street,Austin,TX,90136,US,2024-08-01T00:00:00
addr-faae2750-9c1c-4c70-96ed-e845374e4e5e,237 Jaffle Street,Denver,CO,90137,US,2024-08-01T00:00:00
addr-aece6b12-b296-4a1b-991c-ab89ac207fed,238 Jaffle Street,Portland,OR,90138,US,2024-08-01T00:00:00
addr-2ffdab76-6ec7-4dce-bd58-e9b2f6da991c,239 Jaffle Street,Seattle,WA,90139,US,2024-08-01T00:00:00
addr-797a1a0b-31a6-4422-af8a-98fd4e5e1114,240 Jaffle Street,Austin,TX,90140,US,2024-08-01T00:00:00
addr-b2263d08-d05d-4240-a470-6fe31527b9d2,241 Jaffle Street,Denver,CO,90141,US,2024-08-01T00:00:00
addr-bbc4757e-2351-486e-9ca8-f73b9dac716f,242 Jaffle Street,Portland,OR,90142,US,2024-08-01T00:00:00
addr-07ef23e6-1d65-4721-a3ce-889f1c58f021,243 Jaffle Street,Seattle,WA,90143,US,2024-08-01T00:00:00
addr-534f7dee-6c8b-474d-b7be-41fa1dbbe93a,244 Jaffle Street,Austin,TX,90144,US,2024-08-01T00:00:00
addr-2ba287a4-72ee-4028-bc13-39a65e78db4d,245 Jaffle Street,Denver,CO,90145,US,2024-08-01T00:00:00
addr-49a962c3-f4f1-4c85-accc-a1e3a243a202,246 Jaffle Street,Portland,OR,90146,US,2024-08-01T00:00:00
addr-b0382b3d-f5c4-4ecd-9e82-9ec911feb36a,247 Jaffle Street,Seattle,WA,90147,US,2024-08-01T00:00:00
addr-7745384f-ccaa-4363-a18b-5e9ff0a824c0,248 Jaffle Street,Austin,TX,90148,US,2024-08-01T00:00:00
addr-4671e25f-30dd-4e69-bd9f-8b7f48135732,249 Jaffle Street,Denver,CO,90149,US,2024-08-01T00:00:00
addr-723f776c-3ad0-4fa2-8177-a80f2cab59d9,250 Jaffle Street,Portland,OR,90150,US,2024-08-01T00:00:00
addr-3cc240f8-bb78-4677-a387-18bb7667c3ea,251 Jaffle Street,Seattle,WA,90151,US,2024-08-01T00:00:00
addr-7bfeca78-8e06-4644-9d0b-1470c32aa9e7,252 Jaffle Street,Austin,TX,90152,US,2024-08-01T00:00:00
addr-7d624fe1-d3a6-4326-a6e6-32ebc0c46ea9,253 Jaffle Street,Denver,CO,90153,US,2024-08-01T00:00:00
addr-15b9a6ba-816d-4956-936f-2894eff8b72d,254 Jaffle Street,Portland,OR,90154,US,2024-08-01T00:00:00
addr-f285aab8-56d5-40ad-92f1-61b0a4498890,255 Jaffle Street,Seattle,WA,90155,US,2024-08-01T00:00:00
addr-176aa5a0-a79f-4429-84fb-73d501c7e219,256 Jaffle Street,Austin,TX,90156,US,2024-08-01T00:00:00
addr-b2664ec9-be42-46bd-9f6d-073a50105636,257 Jaffle Street,Denver,CO,90157,US,2024-08-01T00:00:00
addr-74b13d9f-159f-4adb-8b2c-a623d67b529e,258 Jaffle Street,Portland,OR,90158,US,2024-08-01T00:00:00
addr-71c65b56-3757-459a-ac5b-b50c76fb6a5e,259 Jaffle Street,Seattle,WA,90159,US,2024-08-01T00:00:00
addr-148d63de-77f4-461d-b3ca-5369e9a98e7b,260 Jaffle Street,Austin,TX,90160,US,2024-08-01T00:00:00
addr-5f31277a-2dcf-4273-81e3-312413596a23,261 Jaffle Street,Denver,CO,90161,US,2024-08-01T00:00:00
addr-96f16837-3562-4765-b8dc-ddd863a970f2,262 Jaffle Street,Portland,OR,90162,US,2024-08-01T00:00:00
addr-359ce707-dfea-41f8-be3e-8689b460486f,263 Jaffle Street,Seattle,WA,90163,US,2024-08-01T00:00:00
addr-be6fcaa5-9911-4bb6-b97c-47eb53c88b32,264 Jaffle Street,Austin,TX,90164,US,2024-08-01T00:00:00
addr-3d097c4e-dd09-4cfa-8460-39fd4fb8a1cc,265 Jaffle Street,Denver,CO,90165,US,2024-08-01T00:00:00
addr-1069ad16-5cc8-4f60-83a5-08e7e0beeb5c,266 Jaffle Street,Portland,OR,90166,US,2024-08-01T00:00:00
addr-4acffd44-9d77-4c09-afdb-e7f93ee5518b,267 Jaffle Street,Seattle,WA,90167,US,2024-08-01T00:00:00
addr-e77008c8-b7e1-4bb6-93d8-8383d6385531,268 Jaffle Street,Austin,TX,90168,US,2024-08-01T00:00:00
addr-191feb1d-2def-4cbf-a8f8-ee3eb3856ea2,269 Jaffle Street,Denver,CO,90169,US,2024-08-01T00:00:00
addr-cfefbf12-9a5a-4d61-a708-d92f785af097,270 Jaffle Street,Portland,OR,90170,US,2024-08-01T00:00:00
addr-1095b08b-dad8-473d-9ec9-bafeb20e71c9,271 Jaffle Street,Seattle,WA,90171,US,2024-08-01T00:00:00
addr-b0cab1cc-6689-4922-a78f-5c6e1c458cd1,272 Jaffle Street,Austin,TX,90172,US,2024-08-01T00:00:00
addr-ff4e2ef5-4f72-41f4-90ea-4f40665b9f5b,273 Jaffle Street,Denver,CO,90173,US,2024-08-01T00:00:00
addr-e2141773-bfb8-4698-a4da-2be4540c14a5,274 Jaffle Street,Portland,OR,90174,US,2024-08-01T00:00:00
addr-e9647282-4e31-40a7-a07e-5d10cd7e447a,275 Jaffle Street,Seattle,WA,90175,US,2024-08-01T00:00:00
addr-6a0e8a99-d39a-4600-9876-1344b693450f,276 Jaffle Street,Austin,TX,90176,US,2024-08-01T00:00:00
addr-ea224baf-b892-4ba2-b9f3-d14cc512820c,277 Jaffle Street,Denver,CO,90177,US,2024-08-01T00:00:00
addr-1233e680-06d7-4b38-8c6e-796ef158556a,278 Jaffle Street,Portland,OR,90178,US,2024-08-01T00:00:00
addr-3810f8e6-9278-4c26-9be0-d6d6c35fe477,279 Jaffle Street,Seattle,WA,90179,US,2024-08-01T00:00:00
addr-ffd40778-a37e-453c-81d1-9a769cac4692,280 Jaffle Street,Austin,TX,90180,US,2024-08-01T00:00:00
addr-8ebb4b7d-ed19-43be-a647-6c3a9a6a166a,281 Jaffle Street,Denver,CO,90181,US,2024-08-01T00:00:00
addr-e0cbd2e1-eee7-409c-9cf1-707eb4f867ce,282 Jaffle Street,Portland,OR,90182,US,2024-08-01T00:00:00
addr-d285a28f-6fa3-4c70-9469-73e7fe1787ae,283 Jaffle Street,Seattle,WA,90183,US,2024-08-01T00:00:00
addr-77b903b9-c97e-44ae-8274-9dea7b101277,284 Jaffle Street,Austin,TX,90184,US,2024-08-01T00:00:00
addr-953ad96a-103b-4460-a3b5-14b78403eb5d,285 Jaffle Street,Denver,CO,90185,US,2024-08-01T00:00:00
addr-875e080f-6237-421c-b26b-433b3b0c6584,286 Jaffle Street,Portland,OR,90186,US,2024-08-01T00:00:00
addr-400ec64f-461d-45c5-b45e-b5c8dc21b4e1,287 Jaffle Street,Seattle,WA,90187,US,2024-08-01T00:00:00
addr-d23755ac-d315-4dfd-ae80-4fa042f7d833,288 Jaffle Street,Austin,TX,90188,US,2024-08-01T00:00:00
addr-47334d60-a9ec-4cf6-8af3-a2d030a6062f,289 Jaffle Street,Denver,CO,90189,US,2024-08-01T00:00:00
addr-2a26f327-c9ef-40f4-bb8c-c809417caad1,290 Jaffle Street,Portland,OR,90190,US,2024-08-01T00:00:00
addr-f1c35457-d11b-4726-ae58-b98a09167675,291 Jaffle Street,Seattle,WA,90191,US,2024-08-01T00:00:00
addr-3f13d579-3df8-478c-b978-eec7255facfa,292 Jaffle Street,Austin,TX,90192,US,2024-08-01T00:00:00
addr-40353a67-5df0-44ca-9c10-b42fab44c6f3,293 Jaffle Street,Denver,CO,90193,US,2024-08-01T00:00:00
addr-baa48fe5-b7a4-4ea7-8eaf-5387ded157f7,294 Jaffle Street,Portland,OR,90194,US,2024-08-01T00:00:00
addr-899ea741-e615-4f9e-ad30-286f6f306f00,295 Jaffle Street,Seattle,WA,90195,US,2024-08-01T00:00:00
addr-0a42e609-2a53-4824-bf02-0088bdb9b149,296 Jaffle Street,Austin,TX,90196,US,2024-08-01T00:00:00
addr-5f8c9b91-24ee-43a2-b758-fece4c2fd787,297 Jaffle Street,Denver,CO,90197,US,2024-08-01T00:00:00
addr-46d24c86-1a31-430e-b1c4-1f4d8632c5ee,298 Jaffle Street,Portland,OR,90198,US,2024-08-01T00:00:00
addr-143944c0-b4d0-48f7-ac1f-6ffaeff64a70,299 Jaffle Street,Seattle,WA,90199,US,2024-08-01T00:00:00
addr-b69dd468-7a0d-45e5-951c-ead1fcda2225,300 Jaffle Street,Austin,TX,90200,US,2024-08-01T00:00:00
addr-a5781cf5-d32e-4370-b0f8-4f229bc0efa4,301 Jaffle Street,Denver,CO,90201,US,2024-08-01T00:00:00
addr-0db82818-585b-4e3f-9898-2a72727c2e42,302 Jaffle Street,Portland,OR,90202,US,2024-08-01T00:00:00
addr-cec4dd97-5c6e-415b-ba06-47dc8ef4570f,303 Jaffle Street,Seattle,WA,90203,US,2024-08-01T00:00:00
addr-b418aed1-0951-4085-9fe4-e750e7fe45f9,304 Jaffle Street,Austin,TX,90204,US,2024-08-01T00:00:00
addr-b4cc95b0-6dbf-4264-a3ef-43fbbadf652a,305 Jaffle Street,Denver,CO,90205,US,2024-08-01T00:00:00
addr-19a47a26-3ca3-42d2-9e2d-8da79f09b587,306 Jaffle Street,Portland,OR,90206,US,2024-08-01T00:00:00
addr-7528c8de-b892-4894-8892-94a29730aa9c,307 Jaffle Street,Seattle,WA,90207,US,2024-08-01T00:00:00
addr-1826e2e6-ccef-4719-8707-4c18ec953356,308 Jaffle Street,Austin,TX,90208,US,2024-08-01T00:00:00
addr-5daa5d95-314b-4f5e-8926-8d61c9d4daa1,309 Jaffle Street,Denver,CO,90209,US,2024-08-01T00:00:00
addr-d224c314-09b4-49c7-9490-53d3247615d2,310 Jaffle Street,Portland,OR,90210,US,2024-08-01T00:00:00
addr-15aeedcc-eed4-453e-850c-7f876e54c4ab,311 Jaffle Street,Seattle,WA,90211,US,2024-08-01T00:00:00
addr-ac4632eb-3a22-4956-896e-0a3899a647f1,312 Jaffle Street,Austin,TX,90212,US,2024-08-01T00:00:00
addr-890861ac-5e77-4568-aaff-807b37e6f872,313 Jaffle Street,Denver,CO,90213,US,2024-08-01T00:00:00
